time	I(CL)+I(RL)
1.914877989730099e-03	-5.885839e-02
1.914977989730099e-03	-5.885836e-02
1.915077989730099e-03	-5.885833e-02
1.915177989730099e-03	-5.885830e-02
1.915277989730099e-03	-5.885827e-02
1.915377989730099e-03	-5.885825e-02
1.915477989730099e-03	-5.885822e-02
1.915577989730099e-03	-5.885819e-02
1.915677989730099e-03	-5.885816e-02
1.915777989730099e-03	-5.885813e-02
1.915877989730099e-03	-5.885811e-02
1.915977989730099e-03	-5.885808e-02
1.916077989730099e-03	-5.885805e-02
1.916177989730100e-03	-5.885802e-02
1.916277989730100e-03	-5.885799e-02
1.916377989730100e-03	-5.885796e-02
1.916477989730100e-03	-5.885794e-02
1.916577989730100e-03	-5.885791e-02
1.916677989730100e-03	-5.885788e-02
1.916777989730100e-03	-5.885785e-02
1.916877989730100e-03	-5.885782e-02
1.916977989730100e-03	-5.885780e-02
1.917077989730100e-03	-5.885776e-02
1.917177989730100e-03	-5.885774e-02
1.917277989730100e-03	-5.885771e-02
1.917377989730100e-03	-5.885768e-02
1.917477989730100e-03	-5.885766e-02
1.917577989730100e-03	-5.885762e-02
1.917677989730100e-03	-5.885760e-02
1.917777989730100e-03	-5.885757e-02
1.917877989730101e-03	-5.885754e-02
1.917977989730101e-03	-5.885751e-02
1.918077989730101e-03	-5.885748e-02
1.918177989730101e-03	-5.885746e-02
1.918277989730101e-03	-5.885743e-02
1.918377989730101e-03	-5.885740e-02
1.918477989730101e-03	-5.885737e-02
1.918577989730101e-03	-5.885734e-02
1.918677989730101e-03	-5.885732e-02
1.918777989730101e-03	-5.885729e-02
1.918877989730101e-03	-5.885726e-02
1.918977989730101e-03	-5.885723e-02
1.919077989730101e-03	-5.885720e-02
1.919177989730101e-03	-5.885718e-02
1.919277989730101e-03	-5.885715e-02
1.919377989730101e-03	-5.885712e-02
1.919477989730101e-03	-5.885709e-02
1.919577989730101e-03	-5.885707e-02
1.919677989730102e-03	-5.885704e-02
1.919777989730102e-03	-5.885701e-02
1.919877989730102e-03	-5.885698e-02
1.919977989730102e-03	-5.885695e-02
1.920077989730102e-03	-5.885693e-02
1.920177989730102e-03	-5.885690e-02
1.920277989730102e-03	-5.885687e-02
1.920377989730102e-03	-5.885684e-02
1.920477989730102e-03	-5.885681e-02
1.920577989730102e-03	-5.885679e-02
1.920677989730102e-03	-5.885676e-02
1.920777989730102e-03	-5.885673e-02
1.920877989730102e-03	-5.885670e-02
1.920977989730102e-03	-5.885668e-02
1.921077989730102e-03	-5.885665e-02
1.921177989730102e-03	-5.885662e-02
1.921277989730102e-03	-5.885659e-02
1.921377989730102e-03	-5.885656e-02
1.921477989730103e-03	-5.885654e-02
1.921577989730103e-03	-5.885651e-02
1.921677989730103e-03	-5.885648e-02
1.921777989730103e-03	-5.885645e-02
1.921877989730103e-03	-5.885642e-02
1.921977989730103e-03	-5.885640e-02
1.922077989730103e-03	-5.885637e-02
1.922177989730103e-03	-5.885634e-02
1.922277989730103e-03	-5.885631e-02
1.922377989730103e-03	-5.885629e-02
1.922477989730103e-03	-5.885626e-02
1.922577989730103e-03	-5.885623e-02
1.922677989730103e-03	-5.885620e-02
1.922777989730103e-03	-5.885618e-02
1.922877989730103e-03	-5.885615e-02
1.922977989730103e-03	-5.885612e-02
1.923077989730103e-03	-5.885609e-02
1.923177989730104e-03	-5.885606e-02
1.923277989730104e-03	-5.885604e-02
1.923377989730104e-03	-5.885601e-02
1.923477989730104e-03	-5.885598e-02
1.923577989730104e-03	-5.885595e-02
1.923677989730104e-03	-5.885593e-02
1.923777989730104e-03	-5.885590e-02
1.923877989730104e-03	-5.885587e-02
1.923977989730104e-03	-5.885584e-02
1.924077989730104e-03	-5.885582e-02
1.924177989730104e-03	-5.885578e-02
1.924277989730104e-03	-5.885576e-02
1.924377989730104e-03	-5.885573e-02
1.924477989730104e-03	-5.885570e-02
